CustomerId,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Actual_Churn,Predicted_Churn,Churn_Probability
15786717,567,France,Male,36,1,0.0,2,0,0,8555.73,,,0.008375632
15687171,638,Spain,Male,34,5,146679.77,1,1,0,102179.86,,,0.12141515
15647385,579,Spain,Male,56,4,99340.83,1,0,0,4523.74,,,0.90562755
15588372,715,Germany,Female,37,9,105489.31,1,0,0,143096.49,,,0.7051283
15753754,587,Spain,Female,34,1,0.0,2,1,1,97932.68,0.0,0.0,0.006921092
15669281,711,Spain,Male,38,3,128718.78,1,0,0,114793.45,,,0.06000033
15726960,741,France,Female,36,3,0.0,2,1,1,89804.83,,,0.03373085
15713845,688,France,Male,38,7,148045.68,1,1,0,175479.92,,,0.07638471
15794171,475,France,Female,45,0,134264.04,1,1,0,27822.99,1.0,1.0,0.6379637
15751912,567,France,Male,36,7,0.0,2,0,1,3896.08,,,0.001601636
15729040,440,France,Male,42,2,0.0,2,1,0,49826.68,0.0,0.0,0.034821287
15585249,741,France,Male,42,6,106036.52,1,1,0,194686.78,,,0.5634255
15585768,582,Germany,Male,41,6,70349.48,2,0,1,178074.04,0.0,0.0,0.022473115
15683157,613,France,Male,26,4,100446.57,1,0,1,149653.81,,,0.03375292
15763704,692,Germany,Female,43,2,69014.49,2,0,0,164621.43,,,0.03690176
15701121,521,France,Male,38,5,110641.18,1,0,1,136507.69,0.0,1.0,0.064553805
15680141,759,Spain,Female,35,7,147936.42,1,1,1,106785.7,,,0.08512667
15710978,715,Germany,Male,42,2,88120.97,2,1,1,21333.22,,,0.019890724
15701741,711,France,Female,39,3,152462.79,1,1,0,90305.97,,,0.1853808
15728912,554,France,Female,44,6,92436.86,1,1,0,126033.9,,,0.45387164
15623063,651,Germany,Male,35,8,110067.71,1,1,0,127678.95,,,0.5526002
15800061,495,Spain,Female,45,3,89158.94,3,1,0,135169.76,,,0.99073875
15807305,805,France,Male,39,2,0.0,1,0,0,166650.32,,,0.51552033
15666141,829,Spain,Female,26,8,101440.36,2,1,1,19324.5,,,0.008438646
15668971,583,France,Female,40,4,55776.39,2,1,0,26920.43,,,0.48257816
15687130,686,France,Female,43,0,0.0,1,1,1,170072.9,,,0.37422052
15658956,505,Germany,Male,40,6,47869.69,2,1,1,155061.97,,,0.012709502
15639882,528,France,Male,30,2,128262.72,2,1,0,50771.16,0.0,0.0,0.07356702
15750574,677,Spain,Female,34,4,0.0,2,1,1,6175.53,,,0.03026003
15738588,660,Germany,Female,37,2,133200.09,1,0,0,71433.88,,,0.3428891
15812878,785,Germany,Female,36,2,99806.85,1,0,1,36976.52,0.0,0.0,0.10156162
15734634,607,Spain,Female,27,5,100912.19,1,0,0,7631.27,0.0,0.0,0.10245453
15771674,603,Spain,Female,39,5,162390.52,2,1,0,54702.66,,,0.09683532
15774491,480,France,Female,28,6,0.0,2,0,0,48131.92,,,0.058831714
15705174,656,Germany,Male,68,7,153545.11,1,1,1,186574.68,,,0.06894643
15729238,631,Germany,Male,48,1,106396.48,1,1,1,150661.42,,,0.86592305
15585284,604,Spain,Female,35,7,147285.52,1,1,1,57807.05,,,0.401982
15569264,622,France,Male,32,5,179305.09,1,1,1,149043.78,,,0.03752453
15567367,601,Germany,Female,42,9,133636.16,1,0,1,103315.74,1.0,0.0,0.70115155
15706005,674,France,Male,46,2,174701.05,1,1,0,90189.72,,,0.6311627
15644119,531,France,Male,31,3,0.0,1,1,1,42589.33,,,0.0782563
15669656,632,France,Male,32,6,111589.33,1,1,1,170382.99,,,0.07743526
15809654,707,France,Female,46,7,127476.73,2,1,1,146011.55,,,0.109229885
15801488,723,France,Male,25,3,0.0,2,1,1,134509.47,0.0,0.0,0.0014499286
15662908,795,Germany,Male,38,7,125903.22,2,1,1,127068.92,,,0.026290366
15690175,585,Spain,Male,45,0,0.0,2,0,0,189683.7,,,0.023704413
15565779,627,Germany,Female,30,6,57809.32,1,1,0,188258.49,,,0.20062032
15617476,546,France,Female,30,5,0.0,2,0,1,198543.09,,,0.00903255
15606149,571,Germany,Female,66,9,111577.01,1,0,1,189271.9,0.0,0.0,0.71529865
15801832,684,Germany,Male,42,1,117691.0,1,1,1,23135.65,,,0.7528919
15805025,636,France,Female,45,7,139859.23,1,1,1,108402.54,,,0.0634198
15713819,562,France,Male,48,3,92347.96,1,1,1,163116.75,,,0.6645937
15775590,482,Germany,Female,48,2,69329.47,1,0,0,102640.52,,,0.63288707
15574072,786,France,Female,62,8,0.0,1,1,1,165702.64,,,0.7991742
15720943,747,France,Female,45,1,114959.12,1,1,0,189362.39,,,0.620175
15733111,688,Spain,Male,32,6,124179.3,1,1,1,138759.15,,,0.06707152
15809509,699,France,Male,29,3,125689.29,1,1,1,151623.71,,,0.0014365681
15676156,528,France,Female,32,4,85615.66,2,1,0,156192.43,,,0.07197655
15661409,542,France,Female,42,1,0.0,1,1,1,178256.58,,,0.5470087
15639133,773,France,Female,50,4,0.0,2,1,0,129372.94,,,0.1764322
15798521,675,Spain,Male,33,3,0.0,2,1,0,45348.08,0.0,0.0,0.024766382
15609637,652,France,Male,51,7,0.0,2,0,1,43496.36,,,0.027035825
15644174,638,Germany,Male,27,4,135096.05,1,1,1,186523.72,,,0.10211149
15793723,607,Germany,Male,32,9,144272.07,2,1,0,176580.63,,,0.11660849
15802758,594,Germany,Female,23,4,104753.84,2,1,0,56756.52,,,0.03902496
15609987,755,France,Male,42,2,119919.12,1,1,0,156868.21,,,0.23126172
15607986,555,France,Male,40,10,139930.18,1,1,1,105720.09,,,0.1288686
15672056,710,Germany,Male,43,2,140080.32,3,1,1,157908.19,0.0,0.0,0.98609924
15584113,823,Germany,Female,53,4,124954.94,1,0,1,131259.6,,,0.7224948
15628530,694,France,Male,42,3,156864.2,2,0,0,88890.75,,,0.08942936
15779267,584,France,Male,47,5,0.0,2,1,0,89286.29,,,0.015525942
15611171,740,France,Male,33,1,129574.98,1,1,1,123300.38,,,0.010480483
15585041,511,France,Male,33,7,0.0,2,0,1,158313.87,,,0.017421259
15726494,481,France,Male,44,9,175303.06,1,1,0,65500.53,0.0,0.0,0.75101703
15679663,488,France,Female,36,0,0.0,2,1,0,136675.22,,,0.023698052
15679029,718,France,Male,33,7,102874.28,1,0,0,117841.06,,,0.042997688
15595728,523,Germany,Male,41,0,119276.31,1,0,0,122284.38,,,0.7605233
15689602,698,France,Male,38,2,130015.24,1,1,1,41595.3,,,0.08377312
15616213,555,Germany,Female,51,9,138214.5,1,1,0,198715.27,,,0.93874025
15626141,750,France,Female,26,1,151510.17,2,1,1,19921.72,,,0.0040884404
15596800,779,Germany,Male,33,1,158456.76,1,1,1,197000.92,1.0,0.0,0.00156938
15713517,529,France,Male,39,6,102025.08,2,1,0,12351.01,,,0.045670208
15806184,618,Spain,Male,33,4,0.0,2,1,1,77550.18,,,0.001218809
15572361,790,Germany,Female,34,2,164011.48,1,1,0,199420.41,,,0.034458663
15812351,710,Spain,Female,27,2,135277.96,1,1,0,142200.15,0.0,0.0,0.014863279
15642345,714,Germany,Female,49,4,93059.34,1,1,0,7571.51,,,0.8333622
15732430,850,Spain,Female,54,4,120952.74,1,1,0,66963.15,,,0.8940211
15730287,679,France,Male,41,8,147726.98,3,1,0,172749.4,,,0.9955188
15718852,794,France,Male,56,9,96951.21,1,1,1,71776.76,,,0.22885294
15622305,746,Germany,Female,33,2,107868.14,2,1,1,146192.4,,,0.026019996
15634295,470,France,Male,35,1,96473.59,1,0,0,5962.3,,,0.0077022477
15685628,670,Spain,Male,35,2,124268.64,2,0,1,84321.03,,,0.021457637
15786739,669,France,Male,37,1,125529.55,1,1,1,162260.93,,,0.07091064
15633352,628,France,Female,31,6,175443.75,1,1,0,113167.17,,,0.29415515
15762821,721,Spain,Male,33,5,0.0,2,0,1,117626.9,,,0.00817235
15814331,597,Germany,Female,43,7,119127.46,2,1,0,55809.92,,,0.43029505
15628298,500,Spain,Female,47,8,128486.11,1,1,0,179227.12,0.0,0.0,0.47567368
15713673,494,France,Female,33,1,137853.0,1,0,1,90273.85,,,0.012511874
15575002,676,France,Male,29,4,140720.93,1,1,0,36221.18,,,0.051946234
15568506,524,Germany,Female,31,10,67238.98,2,1,1,161811.23,0.0,0.0,0.00091662025
15694125,669,France,Male,57,5,0.0,2,1,1,56875.76,,,0.036561545
15566790,598,France,Male,28,8,129991.76,2,0,1,46041.08,,,0.001512908
15656829,577,Spain,Female,33,6,0.0,2,1,0,57975.8,,,0.039892957
15738721,773,Spain,Male,41,9,102827.44,1,0,1,64595.25,0.0,0.0,0.062382933
15736717,602,France,Male,31,7,155271.83,1,1,1,179446.31,,,0.045093678
15586974,656,France,Male,39,10,0.0,2,1,1,98894.64,0.0,0.0,0.0017718913
15783276,725,France,Female,25,9,0.0,2,1,1,168607.74,,,0.0055288794
15600781,699,Germany,Male,34,4,185173.81,2,1,0,120834.48,0.0,1.0,0.03035156
15570299,584,Germany,Female,31,6,152622.34,1,1,0,99298.8,,,0.06403221
15795246,628,Germany,Female,51,9,155903.82,2,1,1,71159.84,,,0.44742
15659428,520,Spain,Female,42,6,0.0,2,1,1,34410.55,0.0,0.0,0.052859813
15745433,716,Germany,Female,30,2,205770.78,2,0,0,65464.66,,,0.39422444
15669262,765,France,Male,43,9,157960.49,2,0,0,136602.8,,,0.059669014
15757661,589,France,Female,39,7,0.0,2,0,0,95985.64,,,0.060913764
15680303,594,France,Male,57,6,0.0,1,1,0,19376.56,0.0,0.0,0.9477973
15668445,521,France,Male,37,2,0.0,2,1,1,86372.24,0.0,1.0,0.010754559
15702380,663,Spain,Male,64,6,0.0,2,0,1,15876.52,,,0.0052153612
15589323,636,France,Female,24,9,0.0,2,0,1,38830.72,,,0.0121861
15768887,597,Spain,Male,26,5,0.0,2,0,1,95159.13,,,0.020287452
15724251,682,Germany,Female,29,6,101012.77,1,0,0,32589.89,,,0.16353899
15630511,691,France,Female,33,6,0.0,2,1,0,164074.89,,,0.037225712
15732281,680,Germany,Male,34,6,146422.22,1,1,0,67142.97,,,0.15491627
15650488,492,France,Female,48,6,127253.98,1,1,1,92144.09,,,0.10834779
15778696,684,Spain,Female,36,5,174180.39,1,1,0,119830.08,,,0.19276233
15706552,533,France,Male,36,7,85311.7,1,0,1,156731.91,0.0,0.0,0.06448305
15767598,540,Spain,Male,28,8,0.0,2,0,0,197588.32,,,0.010775033
15621520,783,Germany,Female,42,2,139707.28,1,1,0,2150.22,,,0.19556381
15656300,411,France,Male,29,0,59697.17,2,1,1,53483.21,0.0,0.0,0.14741924
15757588,526,France,Male,30,9,0.0,2,0,0,100995.68,,,0.012946692
15642001,576,Germany,Male,44,9,119530.52,1,1,0,119056.68,,,0.9449674
15784209,497,France,Male,47,6,0.0,1,1,1,90055.08,0.0,0.0,0.5026965
15767794,744,France,Male,31,9,120718.28,1,1,1,58961.49,,,0.05209829
15599195,582,Germany,Male,32,1,88938.62,1,1,1,10054.53,1.0,1.0,0.01731531
15728480,452,France,Female,35,8,0.0,2,1,1,149614.81,,,0.014918138
15631222,485,France,Female,39,2,75339.64,1,1,1,70665.16,,,0.3046591
15669491,850,France,Female,46,2,157866.77,1,1,1,18986.12,,,0.07976723
15671969,649,Spain,Male,36,8,0.0,2,1,0,161668.15,,,0.0152980415
15782899,661,Spain,Female,28,7,95357.49,1,0,0,102297.15,0.0,0.0,0.029550994
15724648,725,France,Male,26,6,98684.15,1,0,0,133720.57,,,0.03955971
15671769,624,France,Female,71,4,170252.05,3,1,1,73679.59,,,0.9780652
15809847,668,France,Male,46,0,0.0,2,0,0,29388.02,,,0.081965834
15803716,706,Spain,Male,28,3,0.0,2,0,1,181543.67,0.0,0.0,0.0032993946
15812191,553,France,Male,33,4,118082.89,1,0,0,94440.45,0.0,0.0,0.0067847115
15707144,571,Germany,Male,25,6,82506.72,2,1,0,167705.07,,,0.00765235
15811032,477,Germany,Female,58,8,145984.92,1,1,1,24564.7,,,0.3641246
15722212,696,France,Female,41,8,0.0,2,0,0,28276.83,,,0.15328524
15700749,481,France,Female,39,6,0.0,1,1,1,24677.54,,,0.60014623
15750121,639,France,Male,38,3,0.0,1,1,0,42862.82,,,0.2990539
15735549,810,Germany,Male,35,3,96814.46,2,1,1,120511.03,,,0.010856762
15621063,516,France,Female,42,8,56228.25,1,1,0,46857.52,,,0.4676672
15750156,662,Germany,Male,59,2,104568.41,1,1,0,8059.44,,,0.976442
15807269,690,Germany,Male,43,2,166522.78,1,0,0,119644.59,,,0.08769857
15606436,500,Spain,Male,38,7,0.0,2,0,0,192013.23,,,0.06562271
15603134,656,Spain,Female,40,10,167878.5,1,0,1,151887.16,0.0,0.0,0.34688675
15629750,697,France,Male,35,5,133087.76,1,1,0,64771.61,,,0.11405906
15648735,718,France,Male,37,8,0.0,2,1,1,142.81,,,0.0031362234
15716164,501,France,Female,41,3,144260.5,1,1,0,172114.67,0.0,0.0,0.46922514
15707219,844,France,Female,28,4,0.0,2,0,1,123318.37,,,0.005391247
15693203,710,Spain,Female,75,5,0.0,2,1,1,9376.89,,,0.0058238786
15580252,748,France,Male,44,4,112610.77,1,0,1,2048.55,,,0.09910472
15570769,494,France,Male,69,9,93320.8,1,1,1,24489.44,,,0.0047654063
15668775,757,France,Male,47,3,130747.1,1,1,0,143829.54,,,0.60338414
15812210,497,Germany,Female,32,8,111537.23,4,1,1,9497.99,,,0.34095424
15794870,744,Germany,Male,38,6,73023.17,2,1,0,78770.86,1.0,0.0,0.030312533
15672821,591,France,Male,28,5,0.0,2,1,1,48606.92,,,0.003577713
15805955,638,France,Female,48,10,138333.03,1,1,1,47679.14,1.0,0.0,0.20731524
15655590,581,Spain,Male,46,2,79385.21,2,0,0,188492.82,,,0.32577884
15660768,604,France,Male,40,1,84315.02,1,0,0,36209.1,,,0.3237559
15616365,571,France,Female,53,2,0.0,2,1,0,28045.77,,,0.76576656
15607178,850,Germany,Male,38,3,54901.01,1,1,1,140075.55,0.0,0.0,0.013007952
15756751,596,Spain,Female,54,0,78126.28,1,1,1,153482.91,,,0.4614142
15735782,528,France,Male,31,9,120962.59,1,1,0,5419.31,,,0.09034784
15613772,542,France,Male,39,3,135096.77,1,1,1,14353.43,0.0,1.0,0.11675256
15688157,683,Germany,Female,39,2,47685.47,2,1,1,86019.48,,,0.02927071
15775912,698,France,Male,48,4,101238.24,2,0,1,177815.87,1.0,0.0,0.08034179
15773876,655,France,Female,34,3,0.0,2,1,0,159638.77,,,0.01361443
15702919,729,Germany,Male,30,6,63669.42,1,1,0,145111.37,0.0,0.0,0.06444126
15587177,646,France,Male,36,6,124445.52,1,1,0,88481.32,,,0.12198134
15812365,850,France,Male,40,8,102800.65,1,1,0,60811.56,,,0.45991582
15668889,665,Germany,Female,43,2,116322.27,4,1,0,35640.12,,,0.99870396
15680430,601,Germany,Female,49,4,96252.98,2,1,0,104263.82,,,0.69595265
15621440,694,France,Male,38,1,0.0,2,0,1,156858.2,,,0.008264462
15590349,732,France,Female,36,9,0.0,1,0,0,3749.0,,,0.08371886
15761364,679,France,Male,30,9,0.0,2,1,0,157871.55,,,0.0041936766
15599074,487,Spain,Female,40,6,136093.74,1,0,1,193408.43,,,0.20757703
15614168,792,Germany,Female,50,4,146710.76,1,1,0,16528.4,,,0.9735565
15644724,472,France,Male,31,4,58662.92,2,0,1,73322.0,,,0.0638454
15789563,706,Germany,Female,46,7,111288.18,1,1,1,149170.25,,,0.7654792
15595162,708,Spain,Female,35,8,122570.69,1,0,0,199005.88,,,0.09323612
15800793,477,Germany,Female,39,4,182491.57,1,1,0,185830.72,,,0.42009473
15711288,512,France,Male,24,6,0.0,2,1,0,37654.31,0.0,0.0,0.009022957
15739123,737,Germany,Male,50,4,127552.85,2,1,0,4225.11,,,0.70731896
15660524,572,Germany,Female,54,9,97382.53,1,1,1,195771.95,,,0.89283955
15629002,747,Germany,Male,36,8,102603.3,2,1,1,180693.61,,,0.065010846
15592999,691,France,Female,40,0,115465.98,1,1,1,60622.61,,,0.4877387
15712303,692,France,Male,66,4,159732.02,1,1,1,118188.15,,,0.038678125
15663883,850,Germany,Male,32,9,141827.33,2,1,1,149458.73,,,0.052438524
15619529,531,Spain,Male,27,8,132576.25,1,0,0,7222.92,1.0,1.0,0.029617624
15720559,487,Germany,Female,61,5,110368.03,1,0,0,11384.45,0.0,0.0,0.8204007
15725036,709,France,Male,42,9,118546.71,1,0,1,77142.85,,,0.054232053
15610416,745,France,Female,36,9,0.0,1,1,0,19605.18,,,0.32345515
15680370,492,France,Male,39,7,0.0,2,0,1,71323.23,,,0.013585261
15670822,719,France,Female,22,7,114415.84,1,1,1,177497.4,,,0.02196773
15714750,690,France,Female,42,3,92578.14,2,0,0,70810.6,0.0,1.0,0.3122671
15728474,558,Germany,Male,32,4,108235.91,1,1,1,143783.28,,,0.17389303
15588419,651,Germany,Female,34,10,148962.46,1,1,0,66389.43,,,0.33526912
15790750,592,Germany,Male,36,10,123187.51,1,0,1,146111.35,,,0.08377811
15568904,608,Germany,Male,34,3,106288.54,1,1,1,36639.25,,,0.15245008
15595937,430,Germany,Male,36,1,138992.48,2,0,0,122373.42,,,0.053135976
15706021,665,France,Female,34,1,96645.54,2,0,0,171413.66,0.0,0.0,0.076928884
15792565,745,France,Female,46,7,0.0,2,1,1,67769.94,,,0.009640866
15771942,528,Germany,Female,46,9,135555.66,1,1,0,133146.03,0.0,0.0,0.91103035
15638149,528,France,Male,37,6,103772.45,1,1,0,197111.99,0.0,0.0,0.17424124
15719212,491,France,Male,33,5,83134.3,1,1,0,187946.55,,,0.14319901
15794661,674,Spain,Male,32,2,0.0,2,1,0,140579.17,,,0.007877881
15591433,674,Germany,Male,43,8,85957.88,2,1,0,8757.39,,,0.049075942
15805704,745,France,Female,32,2,0.0,4,0,1,179705.13,,,0.8931617
15686588,777,France,Female,28,2,134571.5,1,0,1,118313.38,,,0.046207145
15809248,524,France,Female,36,10,0.0,2,1,0,109614.57,0.0,0.0,0.031205274
15637324,657,France,Female,28,7,0.0,2,0,1,5177.62,,,0.0039238506
15739578,850,France,Male,49,6,128663.9,1,1,0,65769.3,,,0.32915625
15766163,676,France,Male,38,1,0.0,2,0,1,35644.79,,,0.010539837
15693382,828,France,Male,31,9,0.0,1,0,1,164257.37,,,0.18237959
15704819,734,Spain,Female,39,6,92126.26,2,0,0,112973.34,,,0.25511858
15636912,678,Spain,Male,38,3,124483.53,1,1,0,126253.31,,,0.06969491
15794257,651,France,Male,34,4,91562.99,1,1,1,123954.15,,,0.008566738
15600626,710,France,Male,30,6,0.0,2,1,1,8991.17,,,0.006387068
15763256,661,Germany,Female,64,8,128751.65,2,1,0,189398.18,,,0.8071666
15707602,539,France,Female,47,2,127286.04,2,1,1,166929.43,,,0.31978375
15798943,646,France,Female,46,8,0.0,2,1,0,133059.15,,,0.061096884
15670205,518,Germany,Female,41,5,110624.99,1,1,0,89327.67,,,0.6505882
15671209,593,Germany,Female,29,5,101713.84,3,1,0,134594.99,0.0,0.0,0.99328953
15766064,559,France,Male,33,9,111060.05,2,1,0,110371.84,,,0.10518026
15789557,817,Germany,Female,27,7,129810.6,1,1,1,59259.44,,,0.07366264
15784687,592,France,Male,36,1,126477.42,1,0,0,179718.17,,,0.08244206
15628123,632,France,Female,28,5,118890.81,1,0,1,145157.97,,,0.15334521
15600991,694,Germany,Male,31,6,109052.59,2,1,1,19448.93,1.0,0.0,0.06778306
15763107,700,France,Female,30,9,0.0,1,1,1,174971.64,,,0.27899167
15584288,629,France,Female,33,6,0.0,2,1,1,59129.72,,,0.05430366
15749265,427,Germany,Male,42,1,75681.52,1,1,1,57098.0,,,0.184991
15800068,801,Spain,Female,46,6,0.0,2,1,1,170008.74,,,0.004174272
15776807,654,France,Male,29,1,0.0,1,1,0,180345.44,1.0,1.0,0.06465506
15765300,596,Germany,Male,40,5,62389.03,3,1,0,148623.43,,,0.91924137
15752601,578,France,Female,40,7,0.0,2,0,0,102233.73,,,0.07593627
15741728,591,Spain,Male,36,7,135216.8,1,1,1,122022.89,0.0,0.0,0.049454547
15736533,730,Germany,Female,37,5,124053.03,1,1,0,118591.67,,,0.5515997
15784700,811,France,Male,31,7,117799.28,1,1,1,182372.35,,,0.007694133
15646594,749,France,Male,41,5,57568.94,1,1,1,61128.29,,,0.2308527
15622897,646,France,Female,46,4,0.0,3,1,0,93251.42,0.0,0.0,0.98862153
15742116,671,Germany,Female,48,9,116711.06,2,0,0,76373.38,,,0.17342934
15627859,607,Germany,Male,29,7,102609.0,1,1,0,163257.44,,,0.40940818
15731951,689,Spain,Female,28,5,95328.6,1,1,0,6129.61,,,0.3856808
15568449,661,Spain,Male,38,7,143006.7,1,1,1,15650.89,,,0.014495996
15802060,646,Germany,Female,30,10,100548.67,2,0,0,136983.77,,,0.015623637
15791268,565,Spain,Male,38,0,122447.76,1,0,0,67339.34,,,0.17475383
15723299,774,France,Male,53,4,113709.28,1,1,1,153887.93,,,0.45549023
15739857,785,France,Female,40,3,0.0,2,1,1,96832.82,,,0.020160437
15659937,703,France,Female,40,7,0.0,2,0,1,122518.5,,,0.082740255
15684722,490,France,Male,34,5,122952.9,2,0,0,154360.97,,,0.113845706
15788480,786,Germany,Female,33,0,122325.58,1,0,0,34712.34,,,0.6880421
15574167,665,France,Male,33,2,101286.11,1,1,1,159840.51,,,0.042319577
15712068,592,Spain,Male,45,8,84692.5,1,0,1,67214.02,,,0.17395991
15617331,637,Germany,Female,39,3,109698.41,1,1,1,88391.29,,,0.2505131
15654760,811,France,Male,40,1,101514.89,1,1,1,121765.0,,,0.0316162
15581323,488,Germany,Female,28,7,139246.22,2,1,0,106799.49,,,0.0059492695
15808189,449,France,Male,52,6,0.0,2,0,1,123622.0,0.0,0.0,0.05817644
15629985,723,Germany,Female,47,10,90450.0,2,0,0,103379.31,,,0.35477155
15644453,606,Germany,Female,41,4,132670.53,1,1,0,156476.36,,,0.58587635
15579062,707,France,Male,32,9,0.0,2,0,0,30807.02,0.0,0.0,0.0091651315
15579223,573,Germany,Male,30,8,127406.5,1,1,0,192950.6,,,0.29972404
15750874,676,France,Male,31,3,78990.15,1,1,1,124777.14,,,0.060464814
15602312,605,Spain,Male,33,5,150092.8,1,0,0,71862.79,0.0,0.0,0.14636542
15746662,568,Spain,Female,27,1,116320.68,1,0,1,45563.94,,,0.055875074
15747558,729,Spain,Female,38,10,0.0,2,1,0,189727.12,,,0.015766349
15683213,554,France,Female,35,10,74988.59,2,0,1,190155.13,,,0.013983717
15604304,539,Germany,Female,34,4,91622.42,1,1,1,136603.42,0.0,0.0,0.18000445
15729557,850,Germany,Male,36,5,119984.07,1,1,0,191535.11,,,0.71512365
15796115,689,Germany,Female,40,4,78119.59,4,1,0,119259.34,,,0.98288906
15752502,615,France,Male,41,4,130385.82,1,0,1,130661.95,,,0.102070466
15736578,539,France,Male,39,1,0.0,1,1,1,28184.7,,,0.15828678
15734948,601,Spain,Male,24,7,0.0,2,0,0,144660.42,,,0.029324343
15773456,678,Germany,Male,36,3,145747.67,2,0,1,89566.74,0.0,0.0,0.041486528
15762793,850,Germany,Female,36,0,136980.23,2,1,1,99019.65,,,0.0043025534
15723858,517,Spain,Male,39,3,0.0,2,0,1,12465.51,,,0.008876875
15636407,793,Germany,Female,34,5,127758.09,1,1,0,143357.03,,,0.46245623
15575430,579,France,Female,33,1,118392.75,1,1,1,157564.75,,,0.017284643
15565891,709,France,Male,39,8,0.0,2,1,0,56214.09,,,0.021787593
15671534,646,Germany,Female,57,6,90212.0,1,1,0,13911.27,,,0.9826383
15583840,587,Germany,Male,35,5,121863.61,1,1,1,23481.69,,,0.24319182
15791958,849,France,Female,41,6,0.0,2,1,1,169203.51,,,0.01115832
15584785,660,France,Male,37,2,97324.91,1,1,0,23291.83,,,0.13071443
15577423,627,Germany,Female,39,5,124586.93,1,1,0,93132.61,,,0.28867197
15727361,547,France,Female,51,1,0.0,2,1,1,56908.41,,,0.3540497
15731669,554,France,Male,39,2,129709.62,1,1,0,173197.12,,,0.26450902
15798844,678,France,Male,54,7,128914.97,1,0,0,191746.23,,,0.77006054
15777616,605,Germany,Male,28,10,113690.83,1,1,0,33114.24,,,0.46136516
15695034,757,France,Female,44,4,123322.15,1,1,0,137136.29,,,0.3751847
15718106,625,France,Male,34,6,0.0,2,0,0,197283.2,0.0,0.0,0.0035325245
15762048,841,Germany,Female,33,7,154969.79,2,1,1,99505.75,,,0.007834207
15801062,557,Spain,Female,40,4,0.0,2,0,1,105433.53,1.0,0.0,0.011293125
15666043,520,France,Male,33,4,156297.58,2,1,1,166102.61,,,0.014107822
15671800,688,France,Male,20,8,137624.4,2,1,1,197582.79,,,0.0005795711
15756926,833,Germany,Male,29,1,96462.25,2,0,1,48986.18,,,0.026458012
15602811,730,Germany,Male,38,0,38848.19,2,0,0,94003.11,,,0.011353372
15765093,704,France,Male,23,6,166594.78,1,1,1,155823.2,,,0.044685774
